time 2018-08-07 16:25:29
row  16
col  14
robRow  8
robCol  8
robReachRowLst  7 6 7 14 13 12 15 1 8 5 4 10 9 6 5 11 6 12 15 13 15 1 4 3 8 5 4 10 9 6 11 7 12 13 0 3 1 8 3 6 7 14 13 12 15 13 3 2 8 4 2 9 5 10 11 14 13 12 15 0 1 8 4 10 9 6 6 12 15 14 15 9 8 5 4 10 9 6 7 14 15 1 8 4 3 9 8 5 6 12 15 13 3 4 2 9 5 12 11 14 13 15 1 0 1 9 6 5 11 10 6 12 7 14 13 15 0 2 9 4 10 9 11 7 14 12 15 13 0 15 1 4 3 2 8 5 4 10 6 11 7 13 3 1 8 2 9 14 13 15 0 3 2 1 8 9 5 11 10
robReachColLst  3 9 12 4 4 12 1 11 5 8 0 8 0 7 5 5 10 6 11 7 4 1 10 2 2 11 5 13 3 0 0 5 11 10 1 12 12 12 1 13 8 8 0 8 13 13 11 1 9 12 12 4 1 3 10 5 3 13 0 11 10 6 1 9 7 4 11 7 10 6 7 13 3 10 6 10 2 1 4 12 9 3 13 8 0 8 0 13 2 9 12 12 10 13 13 11 0 3 13 10 2 3 4 12 9 6 5 3 7 5 8 0 13 7 5 6 9 4 12 7 11 1 2 7 13 5 8 8 3 5 2 9 3 9 1 12 4 12 3 1 10 11 13 13 11 10 10 11 1 2 13 8 0 8 8 5 2 6 2
robUnReachRowLst  0 0 0 2 0 0 0 1 0 0 1 1 1 2 2 2 2 2 2 3 3 3 3 3 4 4 4 5 5 5 5 6 6 7 7 7 7 7 7 8 8 8 9 10 10 10 10 10 11 11 11 11 11 11 12 12 12 12 13 13 14 14 14 14 14
robUnReachColLst  0 2 4 6 7 6 5 6 8 10 0 5 7 2 3 5 7 8 11 4 5 6 7 9 2 3 11 4 6 7 9 6 12 0 1 2 6 9 11 4 7 10 9 0 1 4 6 7 3 4 8 9 11 12 1 2 4 10 6 9 0 1 2 3 9
grid  0 1 0 1 0 1 1 1 0 1 0 1 1 1 0 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 0 0 1 0 1 0 0 1 1 0 1 1 1 1 1 1 0 0 0 0 1 0 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 0 0 0 1 1 1 0 1 1 0 1 0 1 1 1 1 1 1 0 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0 1 1 0 1 0 0 1 1 1 1 1 1 1 1 1 0 0 1 1 1 0 0 1 0 0 1 1 0 0 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 0 0 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
obRow  0 0 0 2 0 0 0 1 0 0 1 1 1 2 2 2 2 2 2 3 3 3 3 3 4 4 4 5 5 5 5 6 6 7 7 7 7 7 7 8 8 8 9 10 10 10 10 10 11 11 11 11 11 11 12 12 12 12 13 13 14 14 14 14 14
obCol  0 2 4 6 7 6 5 6 8 10 0 5 7 2 3 5 7 8 11 4 5 6 7 9 2 3 11 4 6 7 9 6 12 0 1 2 6 9 11 4 7 10 9 0 1 4 6 7 3 4 8 9 11 12 1 2 4 10 6 9 0 1 2 3 9
