time 2018-08-17 21:02:30
row  40
col  40
robRow  9 15 28 29
robCol  36 0 25 29
robReachRowLst  9 31 21 4 7 36 34 15 37 24 13 3 31 21 4 8 29 33 22 9 34 24 13 0 38 3 28 1 7 16 22 34 24 10 13 0 38 25 28 4 26 7 16 19 12 34 10 0 38 25 28 14 4 19 22 5 37 10 35 0 38 25 4 29 16 19 5 34 17 23 10 35 25 39 29 19 2 22 30 17 23 32 35 25 1 39 26 29 19 17 20 23 13 35 11 14 1 39 26 15 19 27 17 20 23 32 11 14 36 1 39 26 30 17 20 10 32 18 38 8 11 14 36 26 2 24 20 23 6 32 35 8 33 14 26 12 30 20 3 6 35 18 21 8 14 36 12 15 2 27 20 6 28 32 21 8 33 12 15 37 2 27 0 6 31 18 21 33 39 9 12 15 37 24 27 3 25 6 21 7 11 33 36 9 34 15 37 24 27 13 3 28 31 21 4 8 16 36 22 9 34 15 37 13 0 3 28 31 21 8 7 29 16 22 9 34 24 13 0 38 3 28 1 7 16 22 34 24 10 0 38 25 28 4 26 7 16 22 12 34 37 10 35 0 38 25 28 14 4 29 16 19 22 5 17 37 23 10 35 0 38 25 1 4 29 16 19 34 17 23 10 35 25 1 39 4 29 19 30 32 35 25 11 1 39 29 19 5 17 20 23 32 13 35 11 14 36 1 39 26 5 27 30 17 20 10 32 18 8 11 14 36 1 39 26 2 5 17 20 6 10 32 18 38 8 11 14 36 26 2 24 5 23 6 32 31 35 18 8 14 36 26 12 2 27 30 20 3 6 21 8 33 14 36 12 15 37 2 27 30 20 6 28 32 31 18 21 8 33 9 12 37 2 27 3 6 31 18 21 7 33 39 9 12 15 37 24 27 3 25 6 31 21 7 11 33 36 9 34 15 37 27 28 31 21 4 8 7 16 9 34 15 24 13 0 38 3 28 31 21 7 29 33 16 22 9 34 24 10 13 0 38 3 28 1 4 7 16 22 34 24 10 13 0 38 25 28 4 26 7 16 19 22 12 34 37 10 35 0 38 25 28 14 4 29 16 19 5 9 17 23 10 35 0 38 1 39 4 29 16 19 34 17 23 10 25 11 1 39 4 29 19 22 5 30 17 23 32 35 25 11 1 39 26 29 19 5 20 23 32 35 11 14 36 1 39 26 29 15 19 5 27 30 17 20 10 18 38 8 11 14 36 1 39 26 2 5 30 6 32 18 38 8 14 36 26 2 24 5 30 20 23 6 32 31 35 18 8 33 14 36 26 12 27 30 20 3 6 18 21 8 14 36 12 15 37 2 27 30 20 6 28 32 31 18 21 8 33 39 9 12 15 37 2 27 0 3 25 6 31 18 21 7 11 33 39 12 37 24 27 13 3 25 6 31 21 11 33 36 9 37 24 27 13 3 28 31 21 4 8 7 16 22 9 34 15 37 24 13 0 3 28 31 21 7 29 33 16 22 9 34 24 10 13 0 38 3 28 1 4 7 16 22 12 34 24 10 0 38 28 14 4 26 7 16 19 12 34 37 10 35 38 25 28 14 4 16 22 5 9 23 10 35 0 25 1 39 4 29 19 34 17 23 10 35 25 1 39 4 29 19 2 22 5 30 17 23 32 13 35 25 11 1 39 26 29 15 19 5 17 20 23 32 13 35 14 36 1 39 29 15 19 5 27 30 17 20 23 10 18 38 8 11 14 36 1 39 2 24 5 30 20 6 32 18 8 11 14 36 26 12 2 5 30 20 23 6 32 31 35 18 8 14 36 26 12 27 30 20 3 6 18 21 8 33 14 36 12 37 2 27 30 20 28 31 18 21 8 33 39 9 37 2 27 3 25 6 31 18 21 7 11 33 9 37 24 27 13 3 6 31 21 36 9 34 15 37 27 13 3 28 31 21 4 8 7 16 22 9 34 15 24 13 0 38 3 28 31 7 29 33 16 22 9 34 24 10 13 0 38 3 28 1 26 7 16 22 12 34 10 13 0 38 25 28 14 4 7 16 19 22 34 37 10 35 0 25 28 4 29 16 19 22 5 9 23 10 35 0 38 25 1 39 4 29 19 34 23 10 35 25 11 1 39 4 29 19 2 22 5 30 17 23 32 13 35 11 1 39 29 15 19 5 27 17 20 23 35 11 14 36 1 39 26 19 5 27 17 20 23 10 32 18 38 8 14 36 1 39 26 2 5 30 17 20 18 8 11 14 36 26 12 2 5 30 20 23 6 35 18 8 33 14 36 12 2 27 30 20 3 6 28 18 21 8 33 36 12 15 37 2 27 30 0 20 28 31 18 21 8 39 9 12 15 37 2 27 0 3 25 6 31 18 21 7 11 33 9 12 15 37 24 27 3 6 31 21 7 36 9 34 15 24 13 3 28 31 21 4 8 7 29 22 9 34 37 24 13 0 38 3 28 31 1 21 7 29 33 16 22 34 24 10 13 0 38 3 28 1 26 7 16 22 12 34 10 13 38 25 28 14 7 16 19 22 37 10 35 0 38 25 4 29 16 19 5 9 17 23 10 35 38 25 1 39 4 29 19 2 17 23 10 35 25 11 1 39 4 29 19 2 22 30 17 23 32 13 35 11 1 39 26 29 15 19 5 27 20 23 32 11 14 36 1 39 26 17 20 10 32 18 38 8 11 14 36 39 26 2 24 5 17 20 6 32 18 8 11 14 36 26 12 2 30 20 23 6 35 18 8 33 14 36 12 2 27 20 3 6 32 18 21 33 12 15 37 2 27 0 6 32 18 21 33 39 9 12 15 37 27 3 25 6 31 18 7 11 33 9 12 15 37 24 27 3 6 31 21 7 36 9 34 15 37 24 13 3 28 31 21 4 8 7 29 33 16 22 9 34 24 13 0 38 3 28 1 7 33 16 22 34 24 10 13 0 38 28 4 26 7 16 22 12 34 10 13 0 38 25 28 14 4 7 19 22 37 10 35 38 29 16 19 5 9 34 17 23 10 35 25 1 39 4 29 2 22 30 34 17 23 35 25 1 39 29 19 22 5 30 23 32 13 11 1 39 26 29 15 19 5 27 17 20 23 32 11 14 36 1 39 26 5 30 17 10 32 18 38 11 36 26 2 24 5 30 20 23 6 32 31 18 14 36 26 12 2 30 3 23 6 31 35 18 8 33 14 2 27 30 20 3 6 28 32 18 21 8 33 12 15 37 2 27 0 6 31 18 21 33 39 9 12 15 37 24 27 3 25 6 31 21 7 11 33 9 15 37 24 13 3
robReachColLst  36 6 28 36 25 34 8 30 13 14 20 2 15 37 35 38 37 34 12 9 3 21 13 14 31 11 1 33 15 29 7 26 28 19 6 5 22 3 24 17 34 4 20 1 32 21 26 28 9 4 23 38 24 6 17 39 33 5 23 19 0 13 7 9 2 15 32 39 37 11 12 28 22 24 2 20 36 35 35 30 0 8 5 31 6 17 6 27 29 23 4 25 35 10 21 2 31 14 1 33 34 34 8 3 22 6 10 5 18 16 7 8 20 1 10 32 29 32 39 22 3 12 25 19 8 37 17 36 36 20 33 29 11 23 26 25 6 24 32 31 38 18 7 4 30 15 16 5 26 14 39 22 39 34 0 11 5 15 2 17 21 7 35 9 19 4 9 30 32 21 6 11 26 1 28 23 38 0 18 35 36 23 36 30 14 16 3 8 21 26 28 12 1 27 37 32 32 35 10 7 9 25 12 19 8 5 11 14 36 39 17 36 39 13 8 0 22 12 15 28 10 2 32 14 30 4 27 29 16 6 23 2 25 18 35 7 21 31 33 18 39 27 17 29 14 11 16 39 25 15 12 9 22 38 35 32 13 2 22 20 1 12 11 0 8 3 14 36 36 10 13 31 21 12 27 15 1 23 32 9 4 30 31 5 16 26 28 17 22 5 24 0 34 13 20 3 20 30 9 14 26 37 18 15 12 38 7 38 16 13 10 19 23 6 9 14 3 0 11 34 33 30 33 36 23 2 13 26 16 9 38 12 39 37 21 39 32 24 30 20 1 27 26 0 8 7 25 35 28 6 5 3 31 8 17 4 23 27 1 14 32 23 32 35 21 10 15 12 4 19 8 16 18 6 17 14 18 5 8 37 29 35 20 7 10 25 2 31 22 37 1 27 17 34 39 22 37 29 15 19 2 20 13 0 26 38 33 27 33 6 6 24 16 18 9 26 4 4 9 35 16 35 32 24 2 15 1 23 22 11 0 29 13 3 39 20 9 31 5 24 30 17 4 7 20 1 26 19 32 6 22 3 28 34 19 38 24 16 30 15 10 17 36 26 14 13 8 37 34 34 12 3 25 21 6 10 29 1 7 4 17 37 27 5 10 20 25 3 26 8 0 22 33 23 33 28 2 10 7 29 30 4 19 4 25 31 16 6 27 1 12 23 0 21 29 8 15 18 35 36 25 36 19 14 13 39 39 34 17 12 11 28 22 1 22 15 2 26 35 31 30 37 24 18 27 17 6 39 11 29 19 38 26 22 38 35 25 31 9 21 2 24 27 11 4 26 34 29 16 5 6 28 9 18 7 22 24 0 15 33 20 33 36 20 11 14 13 27 37 18 9 12 31 19 25 37 16 35 15 29 2 23 36 33 28 34 0 24 3 30 31 25 36 6 26 16 38 21 38 28 1 10 23 24 30 14 3 25 39 34 26 34 8 5 7 27 10 17 17 10 7 5 8 34 19 34 39 25 3 14 30 24 23 10 1 18 12 28 38 21 8 16 26 36 25 31 30 24 21 27 34 28 33 1 23 2 35 16 37 25 19 12 9 18 37 27 14 20 36 33 15 0 24 22 18 9 28 2 6 16 34 26 4 11 1 27 2 21 9 31 25 35 38 22 38 19 29 11 39 6 28 17 27 18 5 24 37 30 31 20 7 26 2 32 15 1 22 28 11 17 34 39 24 39 16 13 14 19 36 36 35 18 15 8 29 21 0 12 33 1 27 21 32 16 31 25 4 19 4 30 29 7 10 2 28 33 27 23 33 34 22 0 26 3 25 20 10 5 27 37 18 17 4 7 1 29 10 19 21 25 3 12 34 34 23 8 13 14 26 36 17 30 16 24 19 34 12 28 3 22 39 32 19 26 7 4 17 30 24 7 5 31 39 3 13 29 0 22 23 1 15 2 24 32 35 21 35 9 4 4 26 18 16 11 24 6 6 11 18 33 38 26 0 13 31 25 20 9 2 19 15 29 37 39 11 17 27 37 22 31 2 25 10 7 20 35 29 0 8 5 18 17 36 6 18 16 8 19 4 12 15 10 21 35 32 14 1 27 23 4 17 8 31 3 5 19 35 7 8 0 26 27 1 20 10 30 24 32 39 21 39 18 28 12 38 9 16 26 13 23 36 33 30 33 11 0 21 14 9 6 23 19 10 13 38 7 38 12 15 18 37 26 37 32 19 9 30 20 3 20 13 0 24 5 22 28 26 7 16 5 31 30 4 9 3 29 32 24 37 23 1 15 27 12 21 31 13 10 36 36 19 36 14 3 8 0 11 12 1 20 22 2 13 32 35 35 22 9 12 15 39 16 11 14 29 17 27 39 18 33 13 31 0 21 38 35 18 25 2 23 6 5 16 27 4 4 30 31 32 2 10 28 12 22 0 8 13 39 33 36 20 39 14 11 5 8 19 15 12 25 9 7 10 35 32 13 32 37 27 1 28 26 21 8 3 16 14 30 36 36 10 18 24 38 23 28 1 11 6 21 32 3 9 4 19 35 7 21 17 2 15 5 11 0 13 34 39 39 9 14 26 5 16 15 30 12 4 18 38 24 6 9 3 25 26 0 23 11 29 27 33 36 36 17 31 13 37 8 19 25 12 3 22 39 32 29 32 1 20 4 8 7 16 18 5 10 3 8 34 27 34 33 20 1 14 31 2 21 10 35 15 4 23 38 18 29 27 6 17 6 28 31 5 0 30 35 25 36 20 2 14 24 13 22 28 12 37 39 16 32 15 2 7 13 0 19 23 5 33 11 39 6 11 24 38 23 4 9 28 26 21 32 2 30 1 33 34 17 24 3 22 5 6 19 26 5 7 29 30 33 1 11 31 14 13 21 3 9 12 38 34 37 23 38 35 37 15 10 2 20 14 13 30 8 0 34 12 36 28 6 29 27 18 7 4 17 31 16 37 5 19 25 39 20 29 0 27 8 5 22 33 31 2 7 16 34 4 20 3 10 1 12 33 38 38 38 8 15 29 23 14 25 13 3 39 34 34 33 31 1 2 24 7 22 28 26 37 19 37 30 14 36 18 24 15 0 21 38 35 28 35 9 2 23 5 11 4 17 17 4 11 5 23 2 35 28 35 38 0 24 18 11 36 14 30 16 37 39 19 37 26 22 7 29 24 2 1 33 34 30 34 39 21 3 13 25 29 15 8 38 38 17 38 33 12 1 10 6 14 3 18 20 4 34 8 16 7 10 31 33 22 5 8 27 0 29 20 39 3 25 19 32 37 16 31 17 4 7 27 29
robUnReachRowLst  0 0 0 0 0 1 2 2 2 2 2 3 4 4 4 4 4 5 5 5 5 5 5 5 6 6 6 7 7 7 7 8 8 8 9 9 9 9 9 11 11 11 11 11 11 12 12 12 12 13 13 13 13 13 13 14 15 15 15 15 15 15 15 16 16 16 16 16 16 16 17 17 17 17 17 17 17 17 17 18 18 18 19 19 19 19 20 20 20 20 21 21 22 22 22 22 22 23 23 23 24 24 24 24 24 25 25 25 26 26 26 26 26 27 27 28 28 29 29 29 29 30 30 30 30 30 30 30 30 31 31 31 31 31 32 32 32 32 32 32 32 33 33 33 33 33 33 33 34 34 35 35 36 36 37 37 37 38 38 38
robUnReachColLst  18 26 31 36 38 13 1 3 30 34 37 31 6 14 22 23 30 4 6 8 13 18 20 27 10 21 33 22 24 28 29 9 21 28 0 12 27 35 37 5 14 22 24 28 29 1 10 23 28 3 5 25 28 29 33 15 6 13 15 18 20 21 32 5 6 7 10 11 36 38 6 7 10 16 21 25 29 32 33 13 19 27 0 11 21 37 9 18 20 31 20 33 11 23 29 30 32 3 16 17 9 11 15 32 34 0 14 19 2 7 12 23 38 9 18 10 37 13 16 19 20 9 11 17 21 22 25 28 31 17 24 32 35 36 3 15 17 24 25 37 38 2 8 10 12 20 25 33 12 32 11 30 0 14 9 11 15 7 13 27
grid  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 0 1 1 1 1 0 1 1 1 1 0 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 0 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 0 1 1 0 1 0 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 0 0 1 1 0 1 1 1 1 1 0 1 1 1 1 0 1 1 1 0 1 1 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 0 1 1 1 0 0 1 1 0 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 0 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1 1 1 0 1 0 1 0 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
obRow  0 0 0 0 0 1 2 2 2 2 2 3 4 4 4 4 4 5 5 5 5 5 5 5 6 6 6 7 7 7 7 8 8 8 9 9 9 9 9 11 11 11 11 11 11 12 12 12 12 13 13 13 13 13 13 14 15 15 15 15 15 15 15 16 16 16 16 16 16 16 17 17 17 17 17 17 17 17 17 18 18 18 19 19 19 19 20 20 20 20 21 21 22 22 22 22 22 23 23 23 24 24 24 24 24 25 25 25 26 26 26 26 26 27 27 28 28 29 29 29 29 30 30 30 30 30 30 30 30 31 31 31 31 31 32 32 32 32 32 32 32 33 33 33 33 33 33 33 34 34 35 35 36 36 37 37 37 38 38 38
obCol  18 26 31 36 38 13 1 3 30 34 37 31 6 14 22 23 30 4 6 8 13 18 20 27 10 21 33 22 24 28 29 9 21 28 0 12 27 35 37 5 14 22 24 28 29 1 10 23 28 3 5 25 28 29 33 15 6 13 15 18 20 21 32 5 6 7 10 11 36 38 6 7 10 16 21 25 29 32 33 13 19 27 0 11 21 37 9 18 20 31 20 33 11 23 29 30 32 3 16 17 9 11 15 32 34 0 14 19 2 7 12 23 38 9 18 10 37 13 16 19 20 9 11 17 21 22 25 28 31 17 24 32 35 36 3 15 17 24 25 37 38 2 8 10 12 20 25 33 12 32 11 30 0 14 9 11 15 7 13 27
