time 2018-08-17 21:02:44
row  30
col  30
robRow  9 15 17 28
robCol  4 0 27 25
robReachRowLst  7 20 6 21 19 17 7 22 20 23 21 8 10 0 24 14 12 1 25 15 13 2 29 3 27 4 29 6 19 17 20 18 23 21 8 22 9 23 10 8 11 9 24 14 1 25 13 2 26 0 3 27 1 4 28 2 5 29 3 16 19 17 20 18 16 17 22 8 11 24 14 12 10 25 15 13 24 12 1 25 4 28 2 5 29 3 6 4 19 7 5 20 16 6 21 19 17 8 9 14 10 15 11 26 0 12 27 25 13 28 26 29 27 4 5 20 6 21 19 17 22 20 23 8 9 14 10 15 11 0 24 12 15 2 26 0 3 27 4 28 5 29 16 6 17 7 20 18 16 22 9 23 10 8 11 24 14 12 10 25 15 13 2 26 3 27 1 4 28 2 29 3 6 4 19 17 20 18 21 22 18 23 8 11 9 10 15 13 26 0 24 27 1 25 28 2 26 5 29 3 6 4 19 7 5 6 19 17 7 20 18 23 8 14 10 15 11 14 27 25 13 28 2 29 3 27 28 5 29 16 6 21 19 17 7 20 18 23 21 8 22 9 10 15 11 0 14 12 1 25 15 13 2 0 3 27 1 4 29 16 6 7 20 18 16 21 17 9 23 10 8 11 9 24 14 10 25 15 11 26 0 3 27 1 4 28 5 29 3 6 7 5 20 18 21 22 23 8 9 14 12 25 15 13 26 0 24 12 27 25 13 28 26 29 3 27 4 7 5 20 16 21 22 20 18 23 21 9 10 11 0 24 14 12 1 25 15 13 28 2 26 29 3 27 4 28 5 29 16 19 17 7 22 20 23 8 22 9 23 10 8 11 14 12 1 25 15 13 2 26 0 3 27 1 4 2 5 29 16 19 7 20 18 21 17 22 23 8 11 9 24 14 12 10 25 15 13 11 24 12 27 1 4 2 3 6 4 19 7 5 20 16 6 21 17 18 14 10 15 13 26 24 12 27 1 25 26 29 3 27 28 7 20 6 21 19 17 22 20 23 8 22 9 14 15 11 0 14 12 1 15 2 0 29 3 27 4 28 5 29 16 19 17 7 20 18 23 21 8 22 23 8 9 24 14 25 15 13 2 26 0 3 1 4 28 2 29 6 7 20 18 21 18 23 8 11 9 24 14 12 10 25 15 11 0 1 25 28 2 29 3 6 4 19 7 5 20 16 6 21 19 17 7 8 9 14 10 11 0 24 12 27 1 13 28 29 27 4 28 5 29 21 19 22 20 18 23 21 8 22 9 23 11 24 14 12 1 15 13 2 26 0 3 27 1 4 28 5 29 16 19 17 7 20 18 16 21 8 22 9 23 8 11 9 24 14 12 10 25 15 13 2 26 0 3 27 1 28 2 5 29 3 6 4 19 16 21 17 18 23 8 9 14 12 15 26 0 24 12 27 1 25 13 28 2 26 29 6 4 19 7 5 16 19 17 22 23 9 14 10 15 14 13 28 2 26 29 3 27 28 5 29 6 19 7 22 20 18 23 8 22 9 23 10 8 0 24 14 12 1 25 15 13 2 26 0 3 27 1 4 28 2 5 29 16 7 20 18 17 22 23 10 8 11 24 12 10 25 15 26 24 3 27 1 4 2 5 3 6 4 19 7 5 16 21 17 22 18 23 14 10 25 15 13 26 0 24 12 27 1 25 13 28 2 26 29 3 27
robReachColLst  3 25 28 28 4 20 25 19 7 26 6 5 7 17 14 1 17 28 15 4 20 27 17 2 1 5 11 23 13 13 14 10 19 15 12 12 9 9 14 18 15 19 21 8 21 16 13 18 23 14 11 6 15 12 1 12 1 4 17 7 18 6 21 5 29 24 7 25 4 28 19 7 19 25 10 6 2 29 0 3 11 24 7 10 29 22 1 17 27 4 20 28 20 27 17 1 17 0 29 26 26 19 19 25 28 20 20 4 25 23 3 22 10 24 29 27 18 26 6 10 17 1 20 7 6 29 5 24 8 19 16 19 6 25 10 9 4 3 7 4 6 9 2 21 3 16 8 8 24 2 15 11 12 20 1 23 14 10 22 22 15 11 16 21 13 24 13 14 3 10 2 19 12 20 20 4 23 3 22 5 29 0 27 6 26 17 20 4 28 7 4 17 6 1 26 5 6 8 27 24 7 19 29 6 18 25 3 23 28 4 20 25 2 24 24 29 21 2 22 10 23 17 28 20 1 12 15 27 14 13 16 24 8 8 21 3 15 22 2 9 9 4 3 26 10 21 5 13 16 19 0 16 23 11 6 5 10 1 7 4 11 18 10 6 26 11 27 13 5 10 22 3 23 25 12 20 20 9 25 19 2 15 26 3 8 29 13 0 21 2 11 23 17 1 20 27 2 29 24 23 3 29 22 2 26 25 6 25 19 7 28 20 4 25 26 9 29 0 16 24 8 29 18 6 18 27 7 1 6 23 16 13 0 16 29 8 5 21 19 26 15 18 3 14 4 9 25 12 15 10 14 23 21 13 16 11 15 10 14 1 17 12 11 15 22 17 2 14 21 22 13 8 7 8 3 15 2 5 6 19 12 20 4 9 25 6 7 24 5 21 27 18 6 18 26 11 7 27 1 28 28 1 10 6 23 0 16 24 5 21 19 19 26 18 18 25 21 29 16 0 24 8 27 21 26 5 2 23 28 11 12 2 26 29 27 7 11 16 0 21 6 10 7 28 25 9 18 6 18 19 7 24 8 16 5 0 6 11 7 10 1 12 12 17 15 11 18 14 13 13 8 19 18 22 9 23 12 12 19 20 15 10 14 13 2 13 3 15 14 22 2 23 28 1 26 7 27 29 16 0 16 24 21 29 6 7 2 25 4 28 25 6 18 26 7 19 29 21 24 16 0 16 29 1 28 27 27 18 29 10 21 23 24 24 16 21 13 25 14 28 15 25 9 22 2 14 23 3 8 8 5 13 11 17 4 12 17 1 17 22 11 10 7 2 11 0 5 5 8 3 14 2 19 9 9 25 12 15 3 14 10 21 0 16 24 15 11 23 21 14 10 17 18 1 12 27 12 28 11 14 1 18 13 21 23 16 21 29 26 3 28 25 22 2 23 29 24 5 24 16 5 0 29 27 2 7 26 4 28 28 1 17 23 2 22 29 24 2 25 25 28 3 22 18 29 14 19 0 15 8 26 13 17 11 20 20 12 12 17 10 14 11 15 0 16 22 19 10 14 23 18 3 15 20 9 12 9 4 9 2 7 14 3 6 5 13 11 7 26 1 4 11 23 2 26 5 21 27 8 16 0 14 29 2 9 9 12 20 3 23 25 10 22 18 19 19 24 24 29 20 28 28 17 1 27 26 7 26 18 27 6 27 21 0 5 24 29 8
robUnReachRowLst  0 0 0 0 0 0 0 1 1 1 1 2 2 2 3 3 4 4 4 4 5 5 5 5 5 5 6 6 6 6 6 6 6 6 7 7 7 7 7 7 7 8 8 8 9 9 9 9 9 9 9 10 10 10 10 10 10 11 11 11 11 11 11 11 11 11 12 12 12 12 12 12 13 13 13 13 13 13 13 14 14 14 15 15 15 16 16 16 16 16 16 16 16 16 16 17 17 17 17 17 17 17 17 18 18 18 18 18 18 18 18 18 19 19 19 19 19 19 20 20 20 21 21 21 21 21 21 21 22 22 22 22 22 22 22 23 23 23 24 24 24 24 24 24 24 25 25 25 25 25 26 26 26 26 26 26 27 28 28 28 28 28
robUnReachColLst  0 3 4 5 20 23 27 4 18 20 25 1 3 8 16 27 15 22 26 27 0 4 9 11 15 24 5 8 9 10 14 19 20 22 8 9 15 22 24 26 27 3 4 14 0 3 8 12 17 20 22 2 4 8 9 13 15 13 14 16 17 20 22 24 26 28 1 4 8 9 22 23 3 5 8 9 18 19 26 7 13 17 13 18 27 0 9 10 11 12 14 17 22 27 28 0 1 5 7 9 15 21 28 0 13 16 17 19 21 22 23 27 5 15 16 17 21 22 5 16 18 0 1 4 5 8 10 13 0 4 11 23 25 26 28 6 12 28 3 9 11 12 15 18 20 9 11 12 13 14 0 1 8 12 13 17 25 0 6 10 13 22
grid  0 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 0 1 1 1 1 1 0 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 0 0 1 1 0 1 1 1 0 1 1 1 1 0 1 0 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 0 1 1 1 0 1 1 1 1 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1 0 1 0 1 0 0 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 0 1 1 1 0 1 1 1 1 0 1 1 0 1 0 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 0 0 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 0 1 1 0 1 0 1 0 1 0 1 0 1 1 0 1 1 0 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 0 1 0 1 1 0 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 0 0 0 0 1 0 1 1 0 1 1 1 1 0 1 1 1 1 0 0 1 0 0 1 1 1 0 1 0 1 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 0 1 0 1 0 0 0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 0 0 1 1 0 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 0 1 0 0 1 1 0 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
obRow  0 0 0 0 0 0 0 1 1 1 1 2 2 2 3 3 4 4 4 4 5 5 5 5 5 5 6 6 6 6 6 6 6 6 7 7 7 7 7 7 7 8 8 8 9 9 9 9 9 9 9 10 10 10 10 10 10 11 11 11 11 11 11 11 11 11 12 12 12 12 12 12 13 13 13 13 13 13 13 14 14 14 15 15 15 16 16 16 16 16 16 16 16 16 16 17 17 17 17 17 17 17 17 18 18 18 18 18 18 18 18 18 19 19 19 19 19 19 20 20 20 21 21 21 21 21 21 21 22 22 22 22 22 22 22 23 23 23 24 24 24 24 24 24 24 25 25 25 25 25 26 26 26 26 26 26 27 28 28 28 28 28
obCol  0 3 4 5 20 23 27 4 18 20 25 1 3 8 16 27 15 22 26 27 0 4 9 11 15 24 5 8 9 10 14 19 20 22 8 9 15 22 24 26 27 3 4 14 0 3 8 12 17 20 22 2 4 8 9 13 15 13 14 16 17 20 22 24 26 28 1 4 8 9 22 23 3 5 8 9 18 19 26 7 13 17 13 18 27 0 9 10 11 12 14 17 22 27 28 0 1 5 7 9 15 21 28 0 13 16 17 19 21 22 23 27 5 15 16 17 21 22 5 16 18 0 1 4 5 8 10 13 0 4 11 23 25 26 28 6 12 28 3 9 11 12 15 18 20 9 11 12 13 14 0 1 8 12 13 17 25 0 6 10 13 22
