time 2018-08-12 20:11:32
row  40
col  40
robRow  8 3 15 30 2 14 24 36
robCol  24 23 10 34 34 34 15 16
robReachRowLst  8 7 31 5 20 3 16 4 22 20 23 21 36 32 13 37 35 9 33 14 36 10 34 15 11 35 0 24 14 38 12 36 1 39 13 37 2 27 15 4 28 19 31 5 20 27 6 30 21 19 17 7 8 5 29 18 9 33 21 10 8 17 22 32 9 18 34 8 11 9 24 39 13 26 38 3 27 1 39 4 28 2 24 3 1 16 30 19 2 17 7 20 18 16 6 7 22 32 18 33 23 10 34 39 35 9 24 12 15 13 11 26 0 24 12 27 25 39 4 2 5 29 6 4 2 22 31 20 23 6 21 30 19 7 22 32 11 31 18 33 23 35 36 8 32 13 35 33 14 36 10 34 15 37 11 26 0 12 39 26 14 29 27 15 30 28 19 31 5 20 3 27 16 6 21 4 19 8 7 22 5 23 16 21 8 32 22 37 9 14 36 10 34 15 37 11 35 0 24 38 12 25 15 39 37 2 26 38 3 4 5 20 6 30 19 7 31 29 9 16 21 10 34 8 17 32 9 33 23 34 8 39 11 9 12 36 10 15 39 37 2 26 38 3 39 4 2 24 5 3 1 25 30 4 19 7 31 20 16 6 21 30 7 22 32 11 18 33 23 34 8 32 35 9 24 12 36 10 15 11 0 24 38 27 1 25 39 26 5 29 3 6 30 4 19 26 7 31 5 20 23 6 21 19 7 31 20 35 18 33 23 36 34 8 32 13 35 9 33 14 36 10 34 15 24 14 38 25 39 28 2 29 27 30 28 19 31 5 3 27 16 6 4 19 7 5 18 23 16 21 8 22 9 33 10 15 35 0 24 38 12 1 15 39 13 26 0 38 27 39 28 0 31 5 6 21 19 7 32 29 18 16 21 17 32 22 9 18 33 38 10 34 39 11 35 9 24 14 36 10 13 37 11 26 38 39 4 28 2 5 29 25 6 30 4 26 7 31 5 20 18 23 6 21 30 17 7 22 32 11 31 35 33 34 8 35 33 14 10 25 15 13 26 27 39 13 28 2 26 14 6 30 4 19 31 5 16 21 22 20 35 23 21 36 34 8 32 35 9 33 14 10 34 15 37 11 35 24 14 12 36 15 39 13 28 2 29 27 15 30 4 5 29 20 16 6 21 28 17 7 8 5 20 22 18 9 23 32 21 10 8 22 9 33 23 18 38 10 34 8 24 14 38 12 1 25 15 39 13 37 2 3 1 39 2 24 29 1 6 30 19 17 31 18 33 16 6 21 17 22 18 33 23 34 39 11 35 9 24 12 10 25 37 11 0 24 38 12 27 39 4 2 24 29 3 25 30 4 19 2 7 31 5 22 16 6 21 30 17 7 22 32 35 18 33 23 12 36 8 32 13 9 33 14 36 10 34 15 13 11 26 0 24 38 12 1 25 39 13 29 27 30 4 28 19 7 5 20 3 16 6 21 17 8 22 16 23 8 32 22 37 9 10 34 37 11 0 24 14 38 36 1 25 15 39 37 2 26 0 3 27 30 4 28 29 20 27 6 30 21 28 17 8 32 5 18 9 16 33 21 10 34 32 9 18 33 38 34 39 11 35 9 24 36 1 25 15 39 13 37 26 27 39 4 2 1 6 30 19 2 17 22 31 20 18 16 6 21 34 17 7 22 32 11 18 33 23 8 39 9 24 36 10 25 15 13 26 24 38 12 1 39 13 28 2 5 6 4 19 26 7 22 5 20 31 16 21 30 19 17 7 22 35 33 8 32 13 37 35 9 33 14 36 34 11 0 27 1 25 39 13 2 26 14 29 27 15 30 4 28 19 31 29 20 27 6 4 19 28 17 8 22 5 20 18 23 21 32 23 36 10 34 35 12 1 15 39 37 2 26 0 38 1 30 28 0 31 5 6 21 28 17 7 29 18 33 16 21 34 8 17 22 32 9 33 38 10 34 8 39 11 9 24 14 12 36 25 15 13 37 2 26 38 3 1 39 4 28 2 0 24 5 3 1 25 6 30 4 19 2 26 7 31 16 6 21 23 30 7 32 31 11 18 33 12 32 35 9 24 36 10 25 15 37 11 0 24 38 12 27 1 25 39 13 28 14 30 4 26 31 5 3 23 21 19 7 31 20 35 18 23 36 34 8 32 13 37 35 9 33 14 36 10 37 11 35 0 24 38 36 25 39 28 2 26 14 29 27 15 30 4 28 19 31 5 29 20 27 16 6 30 4 19 21 8 7 22 5 20 28 9 29 16 32 8 22 9 33 23 10 34 37 35 0 38 12 36 1 25 15 39 13 37 2 0 38 3 1 39 28 31 5 29 1 6 30 19 20 18 6 21 10 17 32 22 9 23 39 11 35 9 24 12 36 10 25 15 37 11 26 0 24 38 3 27 39 4 28 2 5 29 3 25 19 2 26 7 5 20 16 23 7 22 32 31 35 18 33 23 12 32 13 35 9 33 36 10 25 13 37 11 0 24 38 12 27 25 39 28 26 14 29 3 27 30 4 30 2 36
robReachColLst  24 3 6 31 25 35 9 36 19 7 26 6 34 2 32 35 15 0 3 31 8 7 8 30 22 21 17 14 1 2 17 22 28 11 20 23 27 1 34 5 10 39 15 24 32 39 23 16 37 13 13 22 38 34 37 10 39 34 15 36 12 39 12 25 9 36 3 18 15 19 21 0 13 23 31 11 6 15 30 12 1 12 33 17 33 7 27 18 38 6 15 21 5 29 32 37 7 16 31 29 6 9 26 35 3 20 28 7 10 6 26 30 5 2 29 31 3 23 11 7 10 29 1 17 33 36 27 28 33 27 17 36 1 34 30 23 39 33 22 22 31 34 37 0 13 37 8 8 26 3 26 15 19 2 19 25 28 20 12 3 38 22 10 39 5 13 32 0 29 27 37 32 11 18 26 38 6 33 27 17 39 20 33 4 7 4 11 33 6 29 10 5 6 24 11 8 23 19 16 0 19 13 6 5 21 25 10 26 4 7 6 34 21 22 15 16 23 35 37 24 13 34 39 14 37 27 15 26 11 1 20 36 1 17 10 31 22 15 2 30 16 21 29 13 24 14 10 35 15 19 39 34 25 20 20 9 28 23 31 38 22 35 39 5 18 32 29 19 0 24 27 8 5 26 30 1 6 17 20 28 7 4 20 17 6 1 17 6 8 27 24 7 0 19 29 32 6 5 18 30 35 25 31 3 28 35 4 36 20 20 25 39 19 2 15 35 10 3 14 24 13 24 13 29 11 2 15 10 14 17 28 20 12 11 15 34 2 27 39 34 13 16 32 8 21 37 15 22 35 2 9 9 4 7 3 26 25 21 18 6 13 16 0 7 16 8 11 24 5 29 6 33 11 4 11 33 17 18 39 33 6 26 11 27 29 0 13 32 24 39 10 31 38 3 30 23 25 12 25 20 9 28 25 19 19 26 8 29 8 13 0 32 2 31 22 39 11 30 23 17 1 36 36 20 33 28 33 27 20 34 36 33 17 22 29 7 11 23 31 29 22 2 26 19 19 28 20 3 4 35 5 6 29 31 7 16 8 29 18 6 38 27 7 33 17 4 1 12 1 12 30 6 11 31 14 23 18 13 0 16 21 5 8 21 19 26 18 14 35 9 4 25 12 39 15 22 38 39 14 23 37 35 13 21 13 32 16 34 0 39 11 15 10 5 14 39 34 1 2 17 20 11 4 15 22 17 2 1 14 17 21 8 8 31 15 32 5 34 9 26 19 7 19 4 36 28 35 9 25 6 30 30 7 29 32 5 0 21 27 6 18 26 26 27 4 1 17 28 28 20 10 6 39 30 23 38 29 16 24 32 5 24 21 39 19 26 18 39 18 35 25 22 35 25 23 28 39 36 31 12 38 30 9 21 2 29 14 16 0 16 24 27 8 8 27 26 5 13 26 23 11 4 31 12 33 2 30 26 34 10 29 27 11 32 16 32 21 6 3 10 34 7 4 9 12 9 18 15 6 3 23 19 14 7 10 22 24 13 8 5 0 15 6 11 10 33 38 20 17 36 33 12 39 36 33 11 38 39 33 14 37 38 26 8 37 27 32 0 37 14 29 18 22 30 20 23 12 3 12 31 20 25 25 13 13 32 15 24 21 39 5 34 29 22 2 30 33 23 33 31 36 4 17 33 28 28 1 26 34 27 29 5 16 24 21 5 31 3 23 30 7 22 31 25 4 9 6 18 26 35 7 37 19 29 26 21 16 37 0 16 29 31 37 21 1 14 36 39 11 28 15 27 12 12 18 29 23 24 11 15 24 31 0 39 21 13 38 10 25 14 35 3 15 36 35 19 39 9 36 9 34 22 38 2 14 23 3 5 13 11 2 7 22 12 17 1 4 20 22 11 10 27 11 13 5 32 8 5 10 34 35 2 19 34 9 39 25 12 36 15 36 3 28 14 25 38 13 30 21 39 0 16 24 15 11 24 21 14 10 29 17 18 18 12 12 27 15 28 11 39 36 14 18 38 33 13 30 21 23 37 38 8 31 16 39 21 37 32 38 19 37 35 26 18 36 9 4 25 31 7 30 30 23 6 31 24 5 21 24 16 5 0 16 29 27 34 1 28 33 4 17 33 34 30 2 31 34 5 39 21 24 32 16 3 0 34 37 13 2 13 25 14 25 15 20 19 31 12 12 20 9 9 18 29 14 37 19 15 32 8 27 8 37 13 26 13 38 37 14 17 18 33 11 39 36 20 20 36 12 38 33 39 36 33 10 14 11 6 15 0 5 8 24 22 7 14 19 23 18 3 6 15 18 20 12 25 9 9 28 7 10 3 6 35 8 21 16 11 7 34 10 33 26 30 1 12 4 33 2 1 22 26 5 26 21 27 8 27 24 16 3 0 16 14 29 21 9 30 9 12 31 20 39 25 35 36 10 22 18 18 39 32 24 21 39 32 24 16 29 38 11 39 6 31 10 1 28 28 1 4 17 26 7 11 26 18 6 18 21 5 32 24 29 8 7 30 34 34 16
robUnReachRowLst  3 0 3 2 5 4 1 4 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 7 7 7 7 7 7 7 7 7 7 7 8 8 8 8 8 8 8 8 8 8 8 9 9 9 9 9 9 10 10 10 10 10 10 10 10 10 10 10 11 11 11 11 11 11 11 11 11 11 11 11 11 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 13 13 13 13 13 13 13 13 13 13 13 13 13 13 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 15 15 15 15 15 15 15 15 15 15 15 15 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 18 18 18 18 18 18 18 18 18 18 18 18 18 18 19 19 19 19 19 19 19 19 19 19 19 19 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 21 21 21 21 21 21 21 21 21 22 22 22 22 22 22 22 22 22 22 22 23 23 23 23 23 23 23 23 23 23 23 23 23 24 24 24 24 24 24 24 24 24 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 26 26 26 26 26 26 26 26 26 26 26 26 26 27 27 27 27 27 27 27 27 27 27 27 27 27 27 28 28 29 28 29 28 28 28 28 28 28 28 28 28 28 28 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 30 30 30 30 30 30 30 30 30 31 31 31 31 31 31 31 31 31 31 31 31 31 32 32 32 32 32 32 32 32 32 33 33 33 33 33 33 33 33 33 34 34 34 34 34 34 34 34 34 34 34 34 34 35 35 35 35 35 35 35 35 35 35 36 36 36 36 36 36 36 36 36 36 36 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 38 38 38 38 38 38 38 38 38 38 38 38 38
robUnReachColLst  2 0 0 0 0 2 0 1 1 0 1 2 6 9 13 14 15 16 20 23 25 30 34 35 37 36 38 2 3 4 10 13 14 18 21 25 27 29 30 31 36 37 1 2 5 14 18 19 23 30 36 1 3 6 7 10 15 16 21 22 25 26 27 28 30 31 32 36 38 3 23 24 26 34 35 37 1 2 7 11 20 28 32 0 3 4 12 14 24 28 30 31 37 0 1 4 12 13 14 17 24 25 26 30 5 8 13 16 19 22 23 25 28 30 35 5 24 29 34 35 36 8 11 12 14 15 19 23 27 32 35 38 4 6 7 10 11 12 13 21 29 30 36 37 38 0 2 3 4 8 9 18 21 22 23 25 31 32 33 34 35 37 3 4 7 8 11 17 18 19 22 23 25 27 30 33 3 4 5 7 8 9 10 13 14 16 17 18 19 20 22 28 33 36 4 9 11 13 17 18 25 27 28 33 36 37 0 1 2 3 4 5 6 12 17 20 22 23 27 34 37 38 0 1 3 4 8 10 15 17 19 20 21 22 23 24 29 30 32 33 34 35 38 0 3 8 12 16 17 18 19 23 27 33 34 35 38 4 5 7 10 12 14 22 27 28 30 36 38 0 1 3 8 9 10 14 15 16 19 20 24 31 35 37 1 5 8 19 24 25 28 32 35 2 8 13 23 26 28 29 32 33 35 38 2 3 5 8 9 10 12 17 18 19 30 32 38 6 9 10 17 19 23 34 37 38 2 4 7 8 12 15 16 19 20 22 25 31 35 36 37 1 2 7 9 12 15 17 22 27 28 29 34 37 2 3 4 7 9 20 21 22 24 26 27 30 33 36 0 2 2 3 3 4 9 16 22 23 24 26 31 32 34 37 1 4 7 8 9 11 14 16 17 25 26 28 32 36 38 2 3 12 14 19 20 23 28 38 1 9 12 14 16 17 18 20 21 22 25 32 38 6 7 10 24 31 32 35 37 38 0 1 2 4 31 32 35 37 38 4 10 18 20 21 23 25 27 28 32 34 35 37 2 9 14 16 17 20 26 27 28 31 0 4 9 15 17 18 27 28 29 35 38 0 1 3 5 7 9 10 13 16 19 24 25 32 36 38 1 5 9 10 13 14 22 28 30 33 35 36 37
grid  1 0 0 1 1 1 0 1 1 0 1 1 1 0 1 0 0 1 1 1 0 1 1 0 1 0 1 1 1 1 0 1 1 1 0 0 1 1 0 1 1 1 0 0 0 1 1 1 1 1 0 1 1 0 0 1 1 1 0 1 1 0 1 1 1 0 1 0 1 0 1 0 1 1 1 1 0 0 1 1 1 0 0 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 0 0 1 1 1 0 1 1 1 1 1 1 0 1 1 1 0 1 0 1 1 1 1 0 1 0 1 1 0 0 1 1 0 1 1 1 1 0 0 1 1 1 1 0 0 1 1 0 0 0 0 1 0 0 0 1 1 1 0 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1 1 1 0 0 1 0 1 1 1 0 0 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 0 0 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 0 0 1 1 1 1 1 0 1 1 0 0 1 1 0 1 1 1 1 1 1 1 0 0 0 1 1 0 1 1 1 1 1 1 0 0 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 0 1 1 0 1 1 0 1 1 0 0 1 0 1 1 0 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 0 1 0 0 1 1 1 0 1 1 1 0 1 1 1 0 1 1 1 1 0 1 1 0 1 1 0 1 1 1 1 1 0 1 0 0 1 1 0 0 0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1 1 1 0 0 0 1 0 1 0 0 0 1 1 1 0 0 1 1 1 1 1 1 1 1 0 1 1 0 0 0 1 0 1 1 1 1 1 0 0 0 0 0 1 0 1 1 1 1 1 0 0 1 1 0 0 1 1 0 1 1 1 1 1 0 0 0 1 1 0 0 1 0 1 0 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 0 1 0 1 0 0 0 0 1 1 0 0 1 0 0 1 0 0 1 0 1 1 1 1 1 0 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 0 1 0 1 0 1 1 1 0 0 1 1 1 1 1 1 0 1 0 0 1 1 1 1 0 1 1 0 0 1 1 0 0 0 0 0 0 0 1 1 1 1 1 0 1 1 1 1 0 1 1 0 1 0 0 1 1 1 0 1 1 1 1 1 1 0 1 1 0 0 1 1 0 1 0 0 1 1 1 0 1 0 1 1 1 1 0 1 0 1 0 0 0 0 1 0 1 1 1 1 0 0 1 0 0 1 0 1 1 0 1 0 1 1 0 1 1 1 1 0 1 1 1 0 1 1 1 0 0 0 0 1 1 1 0 1 1 1 0 1 1 1 1 1 0 0 0 1 1 0 1 1 1 1 1 0 0 1 0 1 1 0 1 0 1 0 1 1 1 1 1 1 1 0 1 1 1 1 0 0 1 0 1 1 1 1 1 0 1 0 1 0 0 1 0 1 1 1 1 0 0 0 1 1 1 0 0 0 1 1 0 0 1 1 1 0 1 1 1 1 1 1 0 1 1 1 0 1 0 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 0 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 0 1 0 0 1 1 0 0 1 0 1 1 0 1 1 1 0 0 1 0 1 1 0 0 0 1 0 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 0 0 1 1 1 1 1 1 0 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 0 0 1 1 1 0 1 0 1 1 0 0 1 1 1 0 1 1 0 0 1 1 0 0 1 0 1 1 0 1 1 1 1 1 0 1 1 1 0 0 0 1 1 1 0 0 1 1 1 1 0 1 0 1 1 0 1 1 0 1 0 1 1 1 1 0 1 1 1 1 0 0 0 1 1 1 1 0 1 1 0 1 1 1 1 0 0 0 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 0 0 0 1 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 1 0 1 0 1 0 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 0 0 0 1 0 1 1 1 1 0 0 1 0 1 1 0 1 1 1 0 1 1 0 1 1 0 0 0 1 0 1 1 0 1 0 0 1 1 1 1 1 1 1 0 0 1 0 1 1 1 0 1 1 1 0 1 0 1 1 1 0 0 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 0 0 1 1 0 1 1 1 1 0 1 1 1 1 1 0 1 1 1 0 1 1 0 1 1 1 1 1 1 1 0 1 1 0 1 0 1 0 0 0 1 0 0 0 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 0 1 1 0 1 0 0 1 0 0 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 0 1 0 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 0 0 1 0 1 0 1 0 0 1 1 1 0 1 0 0 1 0 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 0 1 0 0 1 1 0 1 1 1 1 1 0 1 0 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 0 1 1 1 1 1 0 1 0 0 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 0 1 1 0 1 0 0 1 0 1 0 1 0 1 0 0 1 1 0 1 1 0 1 1 0 1 1 1 1 0 0 1 1 1 1 1 1 0 1 1 1 0 1 0 1 1 0 1 1 1 0 1 1 1 0 0 1 1 0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 0 1 1 0 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
obRow  3 0 3 2 5 4 1 4 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 6 7 7 7 7 7 7 7 7 7 7 7 8 8 8 8 8 8 8 8 8 8 8 9 9 9 9 9 9 10 10 10 10 10 10 10 10 10 10 10 11 11 11 11 11 11 11 11 11 11 11 11 11 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 13 13 13 13 13 13 13 13 13 13 13 13 13 13 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 14 15 15 15 15 15 15 15 15 15 15 15 15 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 17 18 18 18 18 18 18 18 18 18 18 18 18 18 18 19 19 19 19 19 19 19 19 19 19 19 19 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 21 21 21 21 21 21 21 21 21 22 22 22 22 22 22 22 22 22 22 22 23 23 23 23 23 23 23 23 23 23 23 23 23 24 24 24 24 24 24 24 24 24 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 26 26 26 26 26 26 26 26 26 26 26 26 26 27 27 27 27 27 27 27 27 27 27 27 27 27 27 28 28 29 28 29 28 28 28 28 28 28 28 28 28 28 28 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 30 30 30 30 30 30 30 30 30 31 31 31 31 31 31 31 31 31 31 31 31 31 32 32 32 32 32 32 32 32 32 33 33 33 33 33 33 33 33 33 34 34 34 34 34 34 34 34 34 34 34 34 34 35 35 35 35 35 35 35 35 35 35 36 36 36 36 36 36 36 36 36 36 36 37 37 37 37 37 37 37 37 37 37 37 37 37 37 37 38 38 38 38 38 38 38 38 38 38 38 38 38
obCol  2 0 0 0 0 2 0 1 1 0 1 2 6 9 13 14 15 16 20 23 25 30 34 35 37 36 38 2 3 4 10 13 14 18 21 25 27 29 30 31 36 37 1 2 5 14 18 19 23 30 36 1 3 6 7 10 15 16 21 22 25 26 27 28 30 31 32 36 38 3 23 24 26 34 35 37 1 2 7 11 20 28 32 0 3 4 12 14 24 28 30 31 37 0 1 4 12 13 14 17 24 25 26 30 5 8 13 16 19 22 23 25 28 30 35 5 24 29 34 35 36 8 11 12 14 15 19 23 27 32 35 38 4 6 7 10 11 12 13 21 29 30 36 37 38 0 2 3 4 8 9 18 21 22 23 25 31 32 33 34 35 37 3 4 7 8 11 17 18 19 22 23 25 27 30 33 3 4 5 7 8 9 10 13 14 16 17 18 19 20 22 28 33 36 4 9 11 13 17 18 25 27 28 33 36 37 0 1 2 3 4 5 6 12 17 20 22 23 27 34 37 38 0 1 3 4 8 10 15 17 19 20 21 22 23 24 29 30 32 33 34 35 38 0 3 8 12 16 17 18 19 23 27 33 34 35 38 4 5 7 10 12 14 22 27 28 30 36 38 0 1 3 8 9 10 14 15 16 19 20 24 31 35 37 1 5 8 19 24 25 28 32 35 2 8 13 23 26 28 29 32 33 35 38 2 3 5 8 9 10 12 17 18 19 30 32 38 6 9 10 17 19 23 34 37 38 2 4 7 8 12 15 16 19 20 22 25 31 35 36 37 1 2 7 9 12 15 17 22 27 28 29 34 37 2 3 4 7 9 20 21 22 24 26 27 30 33 36 0 2 2 3 3 4 9 16 22 23 24 26 31 32 34 37 1 4 7 8 9 11 14 16 17 25 26 28 32 36 38 2 3 12 14 19 20 23 28 38 1 9 12 14 16 17 18 20 21 22 25 32 38 6 7 10 24 31 32 35 37 38 0 1 2 4 31 32 35 37 38 4 10 18 20 21 23 25 27 28 32 34 35 37 2 9 14 16 17 20 26 27 28 31 0 4 9 15 17 18 27 28 29 35 38 0 1 3 5 7 9 10 13 16 19 24 25 32 36 38 1 5 9 10 13 14 22 28 30 33 35 36 37
