time 2018-08-17 21:08:57
row  40
col  40
robRow  9 15 28 29 8 0 16 11
robCol  36 0 25 29 9 36 36 24
robReachRowLst  9 7 31 20 3 6 21 4 19 17 7 22 20 23 21 36 8 32 13 37 35 33 14 36 10 34 15 37 35 0 24 14 38 12 36 15 39 13 2 29 3 27 15 30 4 19 31 5 29 20 27 16 6 30 4 19 21 17 8 31 5 20 28 18 9 29 33 21 10 8 17 22 9 33 23 38 10 34 8 11 35 9 24 14 38 12 36 1 39 37 0 38 3 27 1 39 4 28 2 24 29 3 1 6 30 19 7 31 20 18 16 6 21 17 7 22 32 18 33 23 10 34 8 39 11 35 9 24 14 12 36 10 25 15 13 37 11 0 24 38 12 27 1 25 39 28 2 5 29 3 25 6 30 4 19 26 7 31 22 20 16 6 23 30 19 17 7 32 31 11 35 18 23 12 36 34 8 32 13 35 14 36 10 34 15 11 26 0 12 27 1 25 39 28 26 14 29 27 15 30 4 28 19 32 31 20 3 6 21 4 19 8 7 22 5 20 18 23 16 21 8 32 37 9 33 14 36 10 34 15 35 0 24 14 38 12 36 25 39 13 37 2 0 38 3 27 30 4 28 31 29 20 16 21 19 28 17 31 20 29 18 33 16 21 10 34 8 17 22 32 9 33 23 38 10 34 8 39 35 9 24 14 36 10 25 39 13 2 26 0 38 3 27 39 28 2 24 5 29 3 1 25 6 4 19 17 7 22 31 20 18 16 21 17 7 22 32 11 18 33 23 8 32 11 35 9 24 14 10 25 13 37 26 0 24 38 12 27 1 25 39 13 28 2 26 29 3 6 30 4 19 26 7 31 20 23 6 21 19 17 22 20 35 18 23 12 36 34 8 13 37 35 9 14 36 10 34 15 37 11 35 0 14 38 12 27 1 25 39 13 28 2 26 14 3 27 15 4 28 19 31 29 3 20 27 16 21 4 19 8 7 5 18 9 23 16 21 8 32 22 17 9 23 10 34 15 35 0 24 14 38 12 36 1 15 39 13 0 38 3 27 1 39 4 28 0 31 29 16 6 30 19 17 7 32 20 29 18 33 16 21 10 34 17 9 33 23 38 10 34 39 11 9 24 14 12 36 25 15 13 37 11 0 38 3 27 1 39 4 28 2 24 29 3 25 19 26 7 31 5 20 18 16 23 30 17 32 22 11 35 33 23 12 34 32 9 33 14 12 10 25 15 13 37 11 26 0 24 12 27 1 25 39 26 14 29 3 6 30 4 19 31 5 20 3 16 6 21 19 7 22 20 35 18 36 34 8 32 37 35 9 14 36 10 34 37 11 35 0 24 14 36 1 25 15 39 13 28 2 26 29 3 27 4 28 19 31 5 29 20 27 16 6 30 4 19 21 17 7 22 5 20 32 9 28 16 29 21 33 10 8 22 9 33 23 18 38 10 34 8 11 35 0 24 14 38 12 1 25 15 39 13 2 26 0 38 3 27 1 39 4 28 0 5 29 1 6 30 7 31 6 21 34 32 22 18 33 23 38 10 34 39 35 9 24 14 12 36 10 25 15 13 37 11 0 24 38 27 1 39 4 28 2 24 5 29 3 25 6 30 4 19 2 26 7 22 16 6 21 23 30 17 7 22 32 11 35 18 33 23 12 36 34 8 13 35 9 33 14 36 10 34 15 13 11 26 0 24 38 12 27 1 25 39 13 28 14 29 27 15 4 28 19 7 20 27 6 21 4 19 17 8 22 20 18 23 16 21 36 8 22 35 9 14 36 10 34 15 37 11 14 38 12 1 15 39 13 37 26 0 3 27 30 28 19 31 5 29 20 27 16 6 21 19 28 17 7 8 5 20 31 18 9 23 16 29 10 17 32 22 9 18 23 33 38 10 34 8 39 35 9 24 12 36 1 25 15 39 13 37 2 26 0 38 27 1 39 4 28 2 5 29 3 1 6 30 2 17 7 22 31 20 18 16 30 34 17 7 22 11 18 33 8 39 11 35 24 14 12 36 10 25 26 0 24 38 12 27 25 39 13 28 2 5 29 3 25 6 30 4 19 26 7 31 5 20 22 16 6 23 30 22 11 35 18 33 23 12 36 34 8 32 13 37 33 14 36 10 37 11 0 24 38 12 27 1 25 39 13 28 2 26 14 29 3 27 15 30 4 28 19 5 29 20 27 16 6 21 4 19 28 8 7 22 5 20 18 16 21 17 32 22 37 9 33 23 36 10 34 15 37 11 32 0 24 14 38 36 1 25 15 39 13 37 2 26 0 27 1 30 4 28 0 31 5 29 20 16 30 21 19 28 17 31 29 33 16 21 10 34 8 17 22 32 18 23 38 10 34 39 11 35 9 24 12 36 10 25 15 13 37 2 26 0 27 1 39 4 28 2 0 24 29 3 1 25 30 4 19 7 31 20 18 16 6 21 30 32 22 31 11 33 12 35 9 24 14 12 36 10 25 15 37 11 26 24 38 27 1 39 28 2 29 3 6 30 4 19 26 7 31 16 21 17 7 20 35 34 8 32 13 37 35 9 33 14 34 15 11 35 24 14 38 36 1 25 39 13 28 2 26 3 27 30 4 28 31 5 20 27 16 6 30 4 21 17 7 22 8 20 32 18 9 16 29 10 8 9 33 23 18 10 34 37 11 35 0 24 14 12 36 1 25 15 39 13 37 2 26 0 38 3 27 39 4 28 2 0 31 5 29 1 6 21 19 17 7 31 29 33 16 6 21 34 17 32 22 18 33 10 34 8 39 11 35 9 14 36 10 25 15 13 37 11 26 0 24 38 3 27 1 39 4 28 24 5 29 3 1 25 6 19 26 7 31 5 22 16 6 23 30 17 32 22 31 11 18 33 23 12 34 32 13 35 9 14 36 25 15 13 37 11 26 24 38 39 13 28 26 14 3 27 15 30 19 0
robReachColLst  36 3 6 25 35 28 28 36 4 20 25 19 7 26 6 34 5 2 32 35 15 3 31 8 7 8 30 13 21 17 14 1 2 17 22 4 11 20 27 17 2 1 34 14 5 39 15 24 11 32 39 0 23 16 35 13 37 13 38 21 34 14 32 10 39 37 34 15 36 12 39 12 9 4 9 35 14 3 18 15 26 19 21 8 5 8 29 21 0 16 14 31 11 6 15 30 12 1 12 33 4 17 33 14 27 18 15 18 21 5 29 32 8 24 37 7 16 31 29 6 9 26 25 35 4 3 20 28 19 7 4 19 25 10 6 25 26 5 2 22 29 31 0 3 23 24 7 10 29 22 37 1 2 17 27 34 4 27 36 28 20 27 33 36 1 17 34 23 33 39 34 22 31 32 37 21 0 13 37 8 26 3 26 15 19 19 25 28 20 20 25 4 12 23 3 38 22 10 39 5 24 13 32 36 0 27 37 18 26 38 6 33 27 17 39 1 17 20 33 4 7 4 33 6 1 29 10 5 6 24 23 19 16 7 0 19 16 13 5 18 21 25 9 26 4 3 12 7 4 9 9 34 2 35 15 34 3 23 8 35 8 32 24 13 34 39 14 37 2 27 15 26 11 33 12 1 20 36 28 17 23 14 31 22 22 2 11 16 21 0 29 13 24 24 3 10 35 15 2 19 39 34 12 20 20 4 9 35 28 23 3 31 22 30 39 5 18 32 29 19 0 27 8 6 5 26 30 17 17 31 4 7 28 7 4 20 31 17 6 1 17 30 26 5 6 27 24 7 0 19 29 32 6 5 30 35 25 31 3 23 28 4 36 20 25 34 39 19 2 35 38 10 3 24 13 24 13 29 0 21 16 30 2 15 22 22 31 10 14 23 17 28 1 36 1 12 33 26 15 34 2 14 39 37 34 13 24 32 8 35 21 37 15 34 22 35 2 9 6 9 34 4 12 3 4 26 25 21 18 5 6 13 18 16 0 7 16 11 24 6 5 10 29 1 6 33 11 7 4 11 20 17 1 18 39 10 33 6 38 26 11 32 37 27 13 24 5 39 10 31 38 3 23 25 12 4 25 20 9 9 28 25 2 19 15 26 3 26 8 29 8 37 0 21 32 22 39 11 30 23 17 1 17 36 33 28 20 27 34 33 17 2 37 22 10 24 11 23 3 31 29 22 2 5 30 26 25 6 25 19 4 7 19 4 35 25 26 5 6 29 31 7 16 24 32 8 31 29 5 30 18 6 38 18 33 17 4 1 36 12 1 30 15 6 11 14 23 18 16 13 0 21 29 8 5 8 21 19 26 15 18 3 14 4 9 36 12 25 12 39 36 15 22 19 34 10 38 14 23 21 35 13 34 32 39 37 38 0 35 39 11 15 10 5 14 39 34 1 2 17 12 27 23 20 11 4 15 22 17 2 1 14 21 22 13 30 8 7 8 31 3 0 35 2 5 34 9 26 12 19 35 9 35 31 6 30 30 7 37 8 29 32 0 21 27 18 6 27 18 26 11 7 26 27 4 1 17 28 1 20 10 31 6 39 11 30 23 38 0 29 16 24 32 37 5 39 19 26 18 38 39 18 35 25 22 36 35 25 23 28 39 36 20 31 38 9 30 9 21 2 29 14 16 0 16 24 27 8 8 27 21 26 5 13 26 22 33 23 11 36 31 12 33 2 26 33 29 27 37 7 11 32 16 0 16 21 32 5 35 6 10 14 7 28 9 4 9 25 12 9 6 3 18 19 7 10 19 22 13 8 5 0 15 11 38 14 7 10 33 38 1 20 36 12 33 12 17 39 33 15 20 11 38 18 39 36 37 38 26 13 8 37 8 27 32 15 0 19 37 29 18 22 9 30 20 23 12 3 12 31 19 20 15 28 25 14 25 13 2 13 0 3 16 32 15 24 39 5 14 34 29 22 2 30 34 33 31 36 4 33 28 28 26 34 7 2 29 16 0 5 16 24 31 6 3 23 30 30 2 22 31 25 4 9 28 25 36 6 3 18 26 35 7 26 19 29 37 21 24 32 37 31 38 37 23 21 30 33 38 18 1 14 36 39 15 27 12 27 1 18 29 10 14 21 23 24 11 15 24 16 31 0 39 21 30 13 38 10 25 14 35 28 15 36 35 12 19 25 39 9 36 34 26 22 38 2 14 34 3 35 5 8 32 5 0 13 11 2 7 27 10 11 35 20 17 4 1 17 17 12 1 4 17 20 22 11 10 2 11 13 0 5 32 8 5 8 35 3 23 34 14 35 2 22 34 39 25 12 35 36 15 36 3 28 35 10 38 13 30 39 0 31 16 24 11 24 23 21 14 10 29 17 18 1 27 12 27 15 28 11 39 36 1 18 38 33 30 21 23 8 31 16 0 16 39 21 32 19 26 37 35 18 36 4 25 31 22 2 7 30 30 23 6 31 29 5 21 16 5 16 27 2 26 27 4 1 28 28 33 1 4 23 30 22 31 5 39 16 3 0 34 37 13 2 13 25 10 28 20 19 12 3 12 20 30 9 9 22 18 29 14 0 15 8 27 8 13 26 38 37 14 17 18 33 39 15 20 20 36 12 33 12 33 36 39 38 10 11 6 15 38 0 5 8 13 24 22 19 10 14 19 23 18 3 6 15 18 20 9 12 25 9 4 28 2 7 14 34 10 3 6 35 8 32 16 0 13 16 32 37 27 34 10 34 26 30 1 33 31 11 28 23 33 2 1 22 13 26 21 27 8 8 27 24 16 3 0 16 14 29 2 21 9 30 38 12 31 20 36 39 3 25 36 10 25 22 38 18 37 39 38 19 21 24 39 37 24 16 29 38 23 11 39 6 31 20 1 28 17 1 4 17 27 7 11 18 27 21 5 32 29 8 37 7 30 36
robUnReachRowLst  0 0 0 0 0 0 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 7 7 7 7 7 7 7 7 7 7 8 8 8 8 8 8 8 8 8 8 9 9 9 9 9 9 9 9 10 10 10 10 11 11 11 11 11 11 11 11 12 12 12 12 12 12 12 12 12 12 13 13 13 13 13 13 13 14 14 14 14 15 15 15 15 15 15 15 15 15 16 16 16 16 16 16 16 16 16 17 17 17 17 17 17 17 17 17 17 17 18 18 18 18 18 18 18 18 18 18 18 19 19 19 19 19 19 20 20 20 20 20 20 20 21 21 21 21 21 21 21 21 21 22 22 22 22 22 22 22 22 23 23 23 23 23 23 23 23 23 23 23 24 24 24 24 24 24 25 25 25 25 25 25 25 26 26 26 26 26 26 26 26 26 26 27 27 27 28 28 28 28 29 29 29 29 29 30 30 30 30 30 30 30 30 30 30 31 31 31 31 31 31 31 31 31 32 32 32 32 32 32 32 32 32 32 32 32 33 33 33 33 33 33 33 33 33 33 33 34 34 34 34 34 34 35 35 35 35 35 35 35 36 36 36 36 36 36 37 37 37 37 37 37 37 37 37 37 37 38 38 38 38 38 38 38
robUnReachColLst  18 24 26 31 37 38 7 9 13 18 27 28 37 0 1 3 9 15 18 23 24 30 33 34 35 36 37 38 7 10 12 28 31 33 34 36 38 6 11 14 22 23 30 1 4 6 8 13 14 17 18 20 21 27 29 30 31 32 36 2 10 13 16 21 30 33 36 38 0 16 19 22 24 28 29 32 33 38 8 13 16 21 22 24 28 29 30 37 0 12 14 27 28 29 35 37 20 25 28 33 1 5 8 10 14 22 28 29 1 5 10 12 16 23 24 26 28 35 3 5 13 25 28 29 33 9 15 34 37 6 13 15 18 20 21 31 32 35 5 6 7 9 10 11 22 28 38 6 7 8 9 10 16 21 25 29 32 33 4 7 9 13 19 21 26 27 32 34 36 0 2 11 19 21 37 3 9 11 18 19 20 31 1 7 14 16 17 19 20 23 33 0 11 14 23 29 30 32 33 1 3 4 16 17 19 23 24 27 34 37 9 11 15 26 32 34 0 6 14 15 16 19 35 2 7 8 10 12 17 19 23 30 38 9 18 32 10 20 37 38 13 16 19 20 24 4 9 11 17 21 22 25 28 31 35 1 3 17 24 32 34 35 36 38 3 7 9 12 15 17 24 25 29 32 37 38 2 7 8 10 12 14 20 22 25 33 36 12 24 25 27 32 38 7 11 17 20 22 30 32 0 6 14 23 28 32 2 3 9 11 15 17 19 23 24 30 34 7 9 10 13 18 27 36
grid  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 0 1 1 1 1 0 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 0 1 0 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 0 1 1 0 0 1 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 0 1 1 1 1 0 0 1 1 1 1 1 0 1 1 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 0 0 1 0 1 0 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 0 1 0 1 1 1 1 0 0 1 1 0 0 1 0 0 1 1 1 1 1 0 1 0 1 0 0 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 0 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 0 1 1 0 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 0 1 0 1 1 1 0 0 1 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 0 1 1 1 1 0 0 1 0 1 1 1 0 1 0 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 1 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0 1 0 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 0 1 0 1 1 1 0 1 1 1 1 1 1 0 0 1 0 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 0 1 1 0 1 0 0 1 1 1 1 1 1 1 1 1 0 0 1 1 0 1 1 1 1 1 1 1 1 1 0 1 0 1 0 0 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 0 1 0 1 1 1 1 1 0 1 1 1 1 0 1 1 1 0 1 1 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 0 1 1 1 0 1 1 1 1 1 0 1 0 1 1 1 1 0 0 1 1 1 1 0 1 0 1 0 1 1 1 0 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 0 1 0 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 0 1 0 0 1 0 0 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 0 1 0 0 1 1 1 1 1 1 1 0 1 0 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 1 1 0 0 1 1 0 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 0 0 1 0 1 0 1 1 1 1 0 1 0 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 0 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 0 1 1 1 1 1 0 1 1 1 0 0 1 1 0 1 1 0 1 1 0 1 1 1 0 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 0 0 0 1 0 1 1 1 1 0 1 1 1 0 1 0 1 1 0 1 1 0 1 0 1 1 1 1 1 1 0 0 1 1 1 0 1 1 0 1 1 1 1 0 0 1 1 1 0 1 1 1 1 0 0 1 0 1 0 1 0 1 1 1 1 1 0 1 0 1 1 0 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 0 1 1 0 1 0 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 0 1 0 1 1 1 0 1 0 1 0 1 1 1 0 0 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
obRow  0 0 0 0 0 0 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 6 6 6 6 6 6 6 6 6 7 7 7 7 7 7 7 7 7 7 8 8 8 8 8 8 8 8 8 8 9 9 9 9 9 9 9 9 10 10 10 10 11 11 11 11 11 11 11 11 12 12 12 12 12 12 12 12 12 12 13 13 13 13 13 13 13 14 14 14 14 15 15 15 15 15 15 15 15 15 16 16 16 16 16 16 16 16 16 17 17 17 17 17 17 17 17 17 17 17 18 18 18 18 18 18 18 18 18 18 18 19 19 19 19 19 19 20 20 20 20 20 20 20 21 21 21 21 21 21 21 21 21 22 22 22 22 22 22 22 22 23 23 23 23 23 23 23 23 23 23 23 24 24 24 24 24 24 25 25 25 25 25 25 25 26 26 26 26 26 26 26 26 26 26 27 27 27 28 28 28 28 29 29 29 29 29 30 30 30 30 30 30 30 30 30 30 31 31 31 31 31 31 31 31 31 32 32 32 32 32 32 32 32 32 32 32 32 33 33 33 33 33 33 33 33 33 33 33 34 34 34 34 34 34 35 35 35 35 35 35 35 36 36 36 36 36 36 37 37 37 37 37 37 37 37 37 37 37 38 38 38 38 38 38 38
obCol  18 24 26 31 37 38 7 9 13 18 27 28 37 0 1 3 9 15 18 23 24 30 33 34 35 36 37 38 7 10 12 28 31 33 34 36 38 6 11 14 22 23 30 1 4 6 8 13 14 17 18 20 21 27 29 30 31 32 36 2 10 13 16 21 30 33 36 38 0 16 19 22 24 28 29 32 33 38 8 13 16 21 22 24 28 29 30 37 0 12 14 27 28 29 35 37 20 25 28 33 1 5 8 10 14 22 28 29 1 5 10 12 16 23 24 26 28 35 3 5 13 25 28 29 33 9 15 34 37 6 13 15 18 20 21 31 32 35 5 6 7 9 10 11 22 28 38 6 7 8 9 10 16 21 25 29 32 33 4 7 9 13 19 21 26 27 32 34 36 0 2 11 19 21 37 3 9 11 18 19 20 31 1 7 14 16 17 19 20 23 33 0 11 14 23 29 30 32 33 1 3 4 16 17 19 23 24 27 34 37 9 11 15 26 32 34 0 6 14 15 16 19 35 2 7 8 10 12 17 19 23 30 38 9 18 32 10 20 37 38 13 16 19 20 24 4 9 11 17 21 22 25 28 31 35 1 3 17 24 32 34 35 36 38 3 7 9 12 15 17 24 25 29 32 37 38 2 7 8 10 12 14 20 22 25 33 36 12 24 25 27 32 38 7 11 17 20 22 30 32 0 6 14 23 28 32 2 3 9 11 15 17 19 23 24 30 34 7 9 10 13 18 27 36
